iso3c,country,system,fofm,cpi,tonnes_feed,cpi_per_tonne
NLD,Netherlands,feed_marine_salmon_aquaculture_meat,fofm,4.3185531405808144e-4,28684.385798532872,1.5055414366939998e-8
NOR,Norway,feed_land_chickens_industrial_meat,fofm,1.887845589438701e-4,20379.457791523655,9.263473095068824e-9
NOR,Norway,feed_marine_salmon_aquaculture_meat,fofm,0.004253206475867537,460305.57456024986,9.239962996170124e-9
NPL,Nepal,feed_land_chickens_industrial_meat,fofm,0,0,0
NPL,Nepal,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
NRU,Nauru,feed_land_chickens_industrial_meat,fofm,2.53871061647286e-10,0.02023232945291914,1.2547791999831102e-8
NRU,Nauru,feed_marine_salmon_aquaculture_meat,fofm,1.3703565374162177e-9,0.11092666807303729,1.2353715848689657e-8
NZL,New Zealand,feed_land_chickens_industrial_meat,fofm,3.667133886628898e-5,1898.817780905515,1.9312721439126728e-8
NZL,New Zealand,feed_marine_salmon_aquaculture_meat,fofm,2.7217486505394442e-5,1414.401540947177,1.9243111462652828e-8
OMN,Oman,feed_land_chickens_industrial_meat,fofm,1.0319268119630831e-5,932.6887154614293,1.106400018416174e-8
OMN,Oman,feed_marine_salmon_aquaculture_meat,fofm,1.9028006374919738e-5,1734.7135825515425,1.0968961427587353e-8
PAK,Pakistan,feed_land_chickens_industrial_meat,fofm,1.0591372156847503e-5,993.485130574872,1.0660826046504484e-8
PAK,Pakistan,feed_marine_salmon_aquaculture_meat,fofm,1.631951427722543e-5,1539.9935413972141,1.0597131636291778e-8
PAN,Panama,feed_land_chickens_industrial_meat,fofm,1.844429872450838e-5,2214.72032189216,8.328048712150879e-9
PAN,Panama,feed_marine_salmon_aquaculture_meat,fofm,1.553018661222029e-5,1861.9401545192145,8.340862392663987e-9
PCN,Pitcairn Islands,feed_land_chickens_industrial_meat,fofm,5.127341189225649e-11,0.00448885725560391,1.1422375222167407e-8
PCN,Pitcairn Islands,feed_marine_salmon_aquaculture_meat,fofm,2.758257431586026e-10,0.024150111502560856,1.1421303091265409e-8
PER,Peru,feed_land_chickens_industrial_meat,fofm,2.3541563620588067e-4,54115.27035855366,4.35026259032022e-9
PER,Peru,feed_marine_salmon_aquaculture_meat,fofm,0.0026792238114068286,631075.1015934347,4.245491233360206e-9
PHL,Philippines,feed_land_chickens_industrial_meat,fofm,1.6717371154629613e-5,1394.3309185841601,1.1989529122401493e-8
PHL,Philippines,feed_marine_salmon_aquaculture_meat,fofm,1.2498440971216794e-4,10305.81921382876,1.2127556977174496e-8
PLW,Palau,feed_land_chickens_industrial_meat,fofm,1.5140825461961433e-8,1.4326574131075205,1.0568350342124058e-8
PLW,Palau,feed_marine_salmon_aquaculture_meat,fofm,1.7007189639925963e-7,16.089638943021605,1.0570274261687096e-8
PNG,Papua New Guinea,feed_land_chickens_industrial_meat,fofm,4.858487930846559e-8,3.5967273083905997,1.3508079746586486e-8
PNG,Papua New Guinea,feed_marine_salmon_aquaculture_meat,fofm,4.518656734977429e-7,33.84665617872131,1.3350378575412169e-8
POL,Poland,feed_land_chickens_industrial_meat,fofm,2.9178046781362428e-6,358.86358744382153,8.130679122169261e-9
POL,Poland,feed_marine_salmon_aquaculture_meat,fofm,8.104884274731756e-5,10073.022742233588,8.046129232638445e-9
PRI,Puerto Rico,feed_land_chickens_industrial_meat,fofm,8.59171589285704e-9,0.6185595933052414,1.3889875746567356e-8
PRI,Puerto Rico,feed_marine_salmon_aquaculture_meat,fofm,4.0546384208649614e-8,2.9352426376623284,1.3813639693153739e-8
PRK,North Korea,feed_land_chickens_industrial_meat,fofm,3.587425573259004e-6,205.57968737765492,1.745029199635281e-8
PRK,North Korea,feed_marine_salmon_aquaculture_meat,fofm,4.042296436744096e-6,216.31275920033818,1.868727693959246e-8
PRT,Portugal,feed_land_chickens_industrial_meat,fofm,2.1301961222548287e-6,148.78555295420833,1.4317224219413549e-8
PRT,Portugal,feed_marine_salmon_aquaculture_meat,fofm,3.821708579622096e-5,2133.891174382316,1.7909575827962933e-8
PRY,Paraguay,feed_land_chickens_industrial_meat,fofm,0,0,0
PRY,Paraguay,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
PSE,Palestina,feed_land_chickens_industrial_meat,fofm,9.625683179854962e-8,0.5751016044455153,1.6737361025336684e-7
PSE,Palestina,feed_marine_salmon_aquaculture_meat,fofm,8.137894756801891e-8,0.5349123382636247,1.52135110272802e-7
PYF,French Polynesia,feed_land_chickens_industrial_meat,fofm,1.0146446758310398e-9,0.07608187348297078,1.3336220960149532e-8
PYF,French Polynesia,feed_marine_salmon_aquaculture_meat,fofm,1.0210797110840906e-8,0.7186137132549293,1.4209020677592624e-8
QAT,Qatar,feed_land_chickens_industrial_meat,fofm,1.7563159694413239e-06,149.6890042477288,1.1733099423486692e-8
QAT,Qatar,feed_marine_salmon_aquaculture_meat,fofm,3.6630317117015396e-6,315.4146067178713,1.1613386424357984e-8
REU,Reunion,feed_land_chickens_industrial_meat,fofm,3.946031692978234e-10,0.03210164634158178,1.2292303176572211e-8
REU,Reunion,feed_marine_salmon_aquaculture_meat,fofm,8.253485949765214e-10,0.0669610279779437,1.2325805321393557e-8
ROU,Romania,feed_land_chickens_industrial_meat,fofm,1.6173537846798478e-7,3.82211915192559,4.231562963873123e-8
ROU,Romania,feed_marine_salmon_aquaculture_meat,fofm,1.328061181388684e-6,28.711309867045916,4.625568068954589e-8
RUS,Russia,feed_land_chickens_industrial_meat,fofm,7.703063981915466e-5,6381.082283303107,1.2071720187767344e-8
RUS,Russia,feed_marine_salmon_aquaculture_meat,fofm,2.1406712824462054e-4,19689.32047766612,1.0872245615964247e-8
RWA,Rwanda,feed_land_chickens_industrial_meat,fofm,0,0,0
RWA,Rwanda,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
SAU,Saudi Arabia,feed_land_chickens_industrial_meat,fofm,3.2020406649234666e-5,2502.319679088294,1.2796289345772607e-8
SAU,Saudi Arabia,feed_marine_salmon_aquaculture_meat,fofm,8.44179585838619e-5,6611.05449306548,1.2769212335552562e-8
SDN,Sudan,feed_land_chickens_industrial_meat,fofm,1.0862121660648023e-5,815.8860817703068,1.3313282213467141e-8
SDN,Sudan,feed_marine_salmon_aquaculture_meat,fofm,2.8934017324349662e-5,2185.3406773020606,1.3240048851362851e-08
SEN,Senegal,feed_land_chickens_industrial_meat,fofm,8.927836812286824e-6,1082.429581944654,8.247960847713893e-9
SEN,Senegal,feed_marine_salmon_aquaculture_meat,fofm,4.461610976517365e-5,5665.410100972909,7.875177431111619e-9
SGP,Singapore,feed_land_chickens_industrial_meat,fofm,2.0552357854914735e-7,20.87331940662755,9.846233583906684e-9
SGP,Singapore,feed_marine_salmon_aquaculture_meat,fofm,5.661405541791984e-7,57.4449985504629,9.855349786141415e-9
SHN,Saint Helena,feed_land_chickens_industrial_meat,fofm,2.1908225093853584e-9,0.14874072785995995,1.4729136672290776e-8
SHN,Saint Helena,feed_marine_salmon_aquaculture_meat,fofm,2.398420254767584e-8,1.544650910509601,1.5527264046840934e-8
SJM,Svalbard and Jan Mayen,feed_land_chickens_industrial_meat,fofm,3.4818037541950786e-7,38.257841175286806,9.100889248409027e-9
SJM,Svalbard and Jan Mayen,feed_marine_salmon_aquaculture_meat,fofm,8.946496801699782e-6,984.8887417471216,9.083763903960708e-9
SLB,Solomon Islands,feed_land_chickens_industrial_meat,fofm,1.1297570960676747e-8,1.0307754253280186,1.0960264169163304e-8
SLB,Solomon Islands,feed_marine_salmon_aquaculture_meat,fofm,1.1286863574437589e-7,10.324795371727257,1.0931803651377728e-8
SLE,Sierra Leone,feed_land_chickens_industrial_meat,fofm,1.551853483625626e-6,143.10030738555807,1.0844515375109821e-8
SLE,Sierra Leone,feed_marine_salmon_aquaculture_meat,fofm,1.9079398091012925e-5,1759.1971102295868,1.0845514683981569e-8
SLV,El Salvador,feed_land_chickens_industrial_meat,fofm,2.8084073803831374e-9,0.3080671043359586,9.116219618568768e-9
SLV,El Salvador,feed_marine_salmon_aquaculture_meat,fofm,7.224205342046074e-9,0.7466974138694296,9.674876607124994e-9
SMR,San Marino,feed_land_chickens_industrial_meat,fofm,0,0,0
SMR,San Marino,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
SOM,Somalia,feed_land_chickens_industrial_meat,fofm,3.3275811927967014e-7,29.836616388964966,1.1152676125927614e-8
SOM,Somalia,feed_marine_salmon_aquaculture_meat,fofm,1.6028314872988084e-7,14.279136713119392,1.1224988733570693e-8
SPM,Saint Pierre and Miquelon,feed_land_chickens_industrial_meat,fofm,3.5133240877656384e-7,34.13747722486456,1.029169222032217e-8
SPM,Saint Pierre and Miquelon,feed_marine_salmon_aquaculture_meat,fofm,9.27326551307444e-8,9.010483581266646,1.0291640209360276e-8
SRB,Serbia,feed_land_chickens_industrial_meat,fofm,0,0,0
SRB,Serbia,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
SSD,South Sudan,feed_land_chickens_industrial_meat,fofm,0,0,0
SSD,South Sudan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
STP,São Tomé and Príncipe,feed_land_chickens_industrial_meat,fofm,3.896735276570288e-8,2.99058546779746,1.3030008065411351e-8
STP,São Tomé and Príncipe,feed_marine_salmon_aquaculture_meat,fofm,4.794463507169881e-7,36.79531180325758,1.3030093433656988e-8
SUR,Suriname,feed_land_chickens_industrial_meat,fofm,7.46840183996592e-9,0.7922694773519291,9.426592912462318e-9
SUR,Suriname,feed_marine_salmon_aquaculture_meat,fofm,1.9648769355408585e-8,2.0276583491974134,9.690374792768195e-9
SVK,Slovakia,feed_land_chickens_industrial_meat,fofm,0,0,0
SVK,Slovakia,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
SVN,Slovenia,feed_land_chickens_industrial_meat,fofm,4.383537773123029e-9,0.2696759662542103,1.6254832916741577e-8
SVN,Slovenia,feed_marine_salmon_aquaculture_meat,fofm,4.3386106002280924e-8,2.75078966215869,1.577223682316501e-8
SWE,Sweden,feed_land_chickens_industrial_meat,fofm,1.307587939297956e-5,1589.5197068330658,8.226308448249276e-9
SWE,Sweden,feed_marine_salmon_aquaculture_meat,fofm,3.0795845443892735e-4,37800.253916221016,8.146994332934224e-9
SWZ,Swaziland,feed_land_chickens_industrial_meat,fofm,0,0,0
SWZ,Swaziland,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
SXM,Sint Maarten,feed_land_chickens_industrial_meat,fofm,0,0,0
SXM,Sint Maarten,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
SYC,Seychelles,feed_land_chickens_industrial_meat,fofm,9.718128439467288e-9,0.9030324755717526,1.0761659965013196e-8
SYC,Seychelles,feed_marine_salmon_aquaculture_meat,fofm,2.8671595911106487e-8,2.6374628940898055,1.087090020312916e-8
SYR,Syria,feed_land_chickens_industrial_meat,fofm,8.79568804206598e-8,5.372534942950177,1.6371579031994298e-8
SYR,Syria,feed_marine_salmon_aquaculture_meat,fofm,3.9624027281950945e-7,26.24793653584005,1.509605420900291e-8
TCA,Turks and Caicos Islands,feed_land_chickens_industrial_meat,fofm,3.523685083869573e-9,0.3067919702050013,1.1485584454883266e-8
TCA,Turks and Caicos Islands,feed_marine_salmon_aquaculture_meat,fofm,9.187901010498607e-9,0.7702658561217335,1.1928220545513241e-8
TCD,Chad,feed_land_chickens_industrial_meat,fofm,0,0,0
TCD,Chad,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
TGO,Togo,feed_land_chickens_industrial_meat,fofm,1.8610877537170081e-7,18.972458671603484,9.809417882683498e-9
TGO,Togo,feed_marine_salmon_aquaculture_meat,fofm,2.1011414017856457e-6,212.48741932998877,9.888309662806975e-9
THA,Thailand,feed_land_chickens_industrial_meat,fofm,2.739108047664314e-5,2543.0996762915274,1.077074592553374e-8
THA,Thailand,feed_marine_salmon_aquaculture_meat,fofm,4.6077420801791035e-5,4264.060201326798,1.0805996779185636e-8
TJK,Tajikistan,feed_land_chickens_industrial_meat,fofm,0,0,0
TJK,Tajikistan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
TKL,Tokelau,feed_land_chickens_industrial_meat,fofm,1.3113538061132626e-9,0.11849337749864793,1.1066895330316885e-8
TKL,Tokelau,feed_marine_salmon_aquaculture_meat,fofm,2.1223109440948202e-9,0.18398879501324478,1.1535001052330614e-8
TKM,Turkmenistan,feed_land_chickens_industrial_meat,fofm,0,0,0
TKM,Turkmenistan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
TLS,Timor-Leste,feed_land_chickens_industrial_meat,fofm,1.7316736375467996e-7,15.600182134073219,1.1100342436160124e-8
TLS,Timor-Leste,feed_marine_salmon_aquaculture_meat,fofm,1.9947456040250594e-6,179.6386878295135,1.110420938900521e-8
TON,Tonga,feed_land_chickens_industrial_meat,fofm,3.3470160127508546e-9,0.31343363676242525,1.0678547610025046e-8
TON,Tonga,feed_marine_salmon_aquaculture_meat,fofm,3.1413070128385173e-9,0.2969387153139112,1.0578974215328098e-8
TTO,Trinidad and Tobago,feed_land_chickens_industrial_meat,fofm,5.181717564944426e-8,6.199344598747726,8.358492550956335e-9
TTO,Trinidad and Tobago,feed_marine_salmon_aquaculture_meat,fofm,6.26025751708948e-7,75.05857058072458,8.34049658640468e-9
TUN,Tunisia,feed_land_chickens_industrial_meat,fofm,4.812800884110024e-7,37.772709392908546,1.2741476482525187e-8
TUN,Tunisia,feed_marine_salmon_aquaculture_meat,fofm,5.476875306809313e-6,433.9075881746396,1.2622216011131325e-8
TUR,Turkey,feed_land_chickens_industrial_meat,fofm,3.887012209735975e-5,3703.0765928657493,1.0496710268495637e-8
TUR,Turkey,feed_marine_salmon_aquaculture_meat,fofm,6.545831930685565e-5,6131.299095060579,1.0676092993015031e-8
TUV,Tuvalu,feed_land_chickens_industrial_meat,fofm,3.0635279277521703e-9,0.28469512645543354,1.0760731895534355e-8
TUV,Tuvalu,feed_marine_salmon_aquaculture_meat,fofm,3.36949294324917e-8,3.1341676404573438,1.0750838276019871e-8
TWN,Taiwan,feed_land_chickens_industrial_meat,fofm,1.571603064286965e-5,393.92383482387,3.98961150697991e-8
TWN,Taiwan,feed_marine_salmon_aquaculture_meat,fofm,2.2258705034746922e-5,671.6109840541106,3.314225878258354e-8
TZA,Tanzania,feed_land_chickens_industrial_meat,fofm,4.097502482186898e-7,38.07212975555486,1.0762472466067012e-8
TZA,Tanzania,feed_marine_salmon_aquaculture_meat,fofm,5.030974863738155e-6,467.53804326107735,1.0760567907259718e-8
UGA,Uganda,feed_land_chickens_industrial_meat,fofm,0,0,0
UGA,Uganda,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
UKR,Ukraine,feed_land_chickens_industrial_meat,fofm,1.3583786762529373e-6,69.88551298755574,1.9437199759767362e-8
UKR,Ukraine,feed_marine_salmon_aquaculture_meat,fofm,1.0632453674627561e-5,460.76259306734187,2.3075774454358963e-8
URY,Uruguay,feed_land_chickens_industrial_meat,fofm,1.2782644447969581e-6,52.10124295602668,2.453424087935503e-8
URY,Uruguay,feed_marine_salmon_aquaculture_meat,fofm,1.9239996134156145e-4,5434.8242502076355,3.540132164056839e-8
USA,United States,feed_land_chickens_industrial_meat,fofm,1.5274697034122162e-4,17367.238833650506,8.795121193661559e-9
USA,United States,feed_marine_salmon_aquaculture_meat,fofm,6.260488429747781e-4,71709.9379029849,8.730294032910035e-9
UZB,Uzbekistan,feed_land_chickens_industrial_meat,fofm,0,0,0
UZB,Uzbekistan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
VCT,Saint Vincent and the Grenadines,feed_land_chickens_industrial_meat,fofm,1.9012524092761152e-9,0.14246542535581644,1.3345360142838984e-8
VCT,Saint Vincent and the Grenadines,feed_marine_salmon_aquaculture_meat,fofm,5.328290899757198e-9,0.4265452846358146,1.2491735559347483e-8
VEN,Venezuela,feed_land_chickens_industrial_meat,fofm,1.2454332278019781e-6,156.18799549923463,7.973936945801198e-9
VEN,Venezuela,feed_marine_salmon_aquaculture_meat,fofm,1.0382802936822436e-5,1247.7839533642546,8.32099411827544e-9
VGB,British Virgin Islands,feed_land_chickens_industrial_meat,fofm,2.9330943967523713e-8,2.395029717676928,1.2246588737935752e-8
VGB,British Virgin Islands,feed_marine_salmon_aquaculture_meat,fofm,8.741283061767573e-8,6.791979564007777,1.2870007895915342e-8
VIR,"Virgin Islands, U.S.",feed_land_chickens_industrial_meat,fofm,2.8341380638628486e-10,0.021029883410465522,1.3476717909203623e-8
VIR,"Virgin Islands, U.S.",feed_marine_salmon_aquaculture_meat,fofm,1.3636672635184825e-9,0.10118690040756273,1.3476717421186683e-8
VNM,Vietnam,feed_land_chickens_industrial_meat,fofm,3.901276387693221e-6,252.84861878509588,1.5429296811817037e-8
VNM,Vietnam,feed_marine_salmon_aquaculture_meat,fofm,7.31621242584037e-6,516.7548736951863,1.4157994047591547e-8
VUT,Vanuatu,feed_land_chickens_industrial_meat,fofm,3.2284677694707896e-9,0.2932431168496745,1.100952617116603e-8
VUT,Vanuatu,feed_marine_salmon_aquaculture_meat,fofm,3.189894700411367e-8,2.897642360381588,1.1008586649704046e-8
WLF,Wallis and Futuna,feed_land_chickens_industrial_meat,fofm,1.9014195529133e-12,1.6095311667882624e-4,1.1813499434791849e-8
WLF,Wallis and Futuna,feed_marine_salmon_aquaculture_meat,fofm,8.607954072087166e-12,7.2865405995182e-4,1.1813499087147529e-8
WSM,Samoa,feed_land_chickens_industrial_meat,fofm,7.665299581358596e-10,0.05976400995725306,1.282594589426194e-8
WSM,Samoa,feed_marine_salmon_aquaculture_meat,fofm,3.786083665471564e-9,0.29514455362183206,1.2827896090275354e-8
XKO,Kosovo,feed_land_chickens_industrial_meat,fofm,0,0,0
XKO,Kosovo,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
XMI,Madeira Island,feed_land_chickens_industrial_meat,fofm,3.3318590097732804e-7,35.067875397551724,9.50117157655321e-9
XMI,Madeira Island,feed_marine_salmon_aquaculture_meat,fofm,3.237789423926976e-6,336.15484837231827,9.631839134864615e-9
YEM,Yemen,feed_land_chickens_industrial_meat,fofm,2.0143822687269166e-5,1632.0332776077323,1.2342776929644714e-8
YEM,Yemen,feed_marine_salmon_aquaculture_meat,fofm,1.064982617000168e-5,860.728150414458,1.2373042713745998e-8
ZAF,South Africa,feed_land_chickens_industrial_meat,fofm,2.8205527529381562e-5,3762.3876864603635,7.496709504680839e-9
ZAF,South Africa,feed_marine_salmon_aquaculture_meat,fofm,1.080458717106882e-4,14420.358566709188,7.492592587823904e-9
ZMB,Zambia,feed_land_chickens_industrial_meat,fofm,0,0,0
ZMB,Zambia,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
ZWE,Zimbabwe,feed_land_chickens_industrial_meat,fofm,0,0,0
ZWE,Zimbabwe,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
NA,NA,feed_land_chickens_industrial_meat,fofm,3.1810166494373885e-4,30392.03353533294,1.0466613383205262e-8
NA,NA,feed_marine_salmon_aquaculture_meat,fofm,0.001186228558045139,116409.809458075,1.0190108235443503e-8
